z,Surv,z1,Repr,Sex,Recr,Rcsz,yr
2.906679920887193,0,,,,,,2
2.897759569394358,1,3.114397475687022,1.0,1.0,1.0,2.6792437756311993,2
2.688727793761536,0,,,,,,2
2.695861333740716,1,2.7877556005674107,1.0,0.0,,,2
2.9616547783750278,1,3.1777146614696217,1.0,1.0,1.0,2.515118530508794,2
3.0587162131337253,0,,,,,,2
3.032385571289255,1,3.1202870879160987,0.0,,,,2
2.7553195309312435,1,3.01315348319514,1.0,0.0,,,2
2.903313706602644,1,2.8600297852032353,1.0,0.0,,,2
2.8011296322394474,1,2.931185306022344,0.0,,,,2
2.8878936125709846,1,2.913635471089852,0.0,,,,2
2.9309135515329494,1,3.0324115262806983,1.0,1.0,1.0,2.341611873272292,2
2.985869894778847,1,3.175698345807941,0.0,,,,2
2.929461143357861,1,2.9244510779026673,1.0,1.0,1.0,2.5097619152221102,2
3.0106506576486836,1,3.036878448958144,1.0,0.0,,,2
2.8550465241216663,1,3.165647375364145,1.0,1.0,1.0,2.165849756035553,2
2.958802764712468,1,3.0462803452902594,1.0,1.0,1.0,2.6175751097737003,2
2.8645811948869095,1,3.0900500572044014,1.0,1.0,1.0,2.360675562406697,2
2.9145732576994576,1,2.983573106713445,1.0,0.0,,,2
2.816189276468925,1,3.0444439736899302,0.0,,,,2
2.972943781426584,1,3.2012443871659615,1.0,0.0,,,2
3.126543592329349,1,3.1256166888859687,0.0,,,,2
2.8420582570953035,1,2.806089488412571,0.0,,,,2
2.798377005428245,0,,,,,,2
2.6743361158539827,0,,,,,,2
2.798350488027149,1,2.9430388733389132,0.0,,,,2
2.934328167056405,1,3.2360071557206846,1.0,0.0,,,2
3.006243763012564,1,3.1606131724430195,1.0,0.0,,,2
2.9857949836897575,1,3.0671394044922335,1.0,1.0,1.0,2.422305889730209,2
3.0611283277155277,1,3.1394892939129972,1.0,1.0,1.0,2.5361286480817116,2
3.1663760416511835,1,3.1667240450747824,1.0,0.0,,,2
2.920048348241547,1,2.9918928233639477,0.0,,,,2
2.9168161301098454,0,,,,,,2
3.018557317592527,1,3.1039501457797316,1.0,1.0,1.0,2.3978810954229166,2
2.7985461165853667,1,3.078957104301013,1.0,0.0,,,2
2.8655984970261885,1,3.0108106064470195,1.0,0.0,,,2
2.8414231025397267,1,3.035914195674079,1.0,0.0,,,2
2.944460919070708,1,3.0285369635739943,1.0,1.0,1.0,2.2249691020990263,2
2.8937310039618236,1,3.05883657822422,1.0,1.0,1.0,2.443221339117847,2
2.9503868243137177,1,3.1631529666578735,0.0,,,,2
2.7957349037086074,0,,,,,,2
2.9329049700013434,1,3.025033408616358,0.0,,,,2
2.7756946903335784,0,,,,,,2
2.9877334121115795,0,,,,,,2
3.1318208374100602,1,3.260272348127514,0.0,,,,2
2.7651363865379204,1,3.0298593955168984,1.0,1.0,1.0,2.241200462244881,2
2.8532603958361866,1,2.943385322139266,0.0,,,,2
2.988019189819026,1,3.0860231950895867,0.0,,,,2
2.907000137523083,1,2.9751307723908655,1.0,1.0,1.0,2.4375302901059857,2
3.0220728191672626,1,3.2382546436290323,0.0,,,,2
2.868880423630618,1,2.9705131318661233,0.0,,,,2
3.0642925263282685,1,3.2370646798924856,0.0,,,,2
2.9913916704484795,1,3.0818454036714757,1.0,1.0,1.0,2.5873237908081066,2
2.92090950864484,0,,,,,,2
3.0126546382784944,1,3.092089409217418,0.0,,,,2
2.130724724670538,0,,,,,,3
2.343031851260941,1,2.750171335588483,0.0,,,,3
2.3732822690192736,0,,,,,,3
2.475450984246221,1,2.8280454523836447,1.0,1.0,1.0,2.0880906679386446,3
2.447844421054397,0,,,,,,3
2.5250405914570835,0,,,,,,3
2.434005184020043,1,2.829921030393739,0.0,,,,3
2.4761485154083314,1,2.5903588678104628,0.0,,,,3
2.1695762087690382,0,,,,,,3
2.485905082904754,1,2.7015566006669562,0.0,,,,3
2.4210991382140437,1,2.816619714458747,0.0,,,,3
2.381531192390975,1,2.7497637473965155,0.0,,,,3
2.5193663242220623,0,,,,,,3
2.1518778159216327,0,,,,,,3
2.53510008844379,1,2.853870741243489,0.0,,,,3
2.542806021262702,1,2.7990274015203607,1.0,0.0,,,3
2.583760293927124,1,2.862574806263365,0.0,,,,3
2.2842286872311166,1,2.695610629214449,0.0,,,,3
2.2829497151689395,1,2.728176151379273,1.0,0.0,,,3
2.2230983268222206,0,,,,,,3
2.6792437756311993,0,,,,,,3
2.515118530508794,0,,,,,,3
2.341611873272292,0,,,,,,3
2.5097619152221102,0,,,,,,3
2.165849756035553,0,,,,,,3
2.6175751097737003,1,2.963572291099901,1.0,0.0,,,3
2.360675562406697,0,,,,,,3
2.422305889730209,0,,,,,,3
2.5361286480817116,0,,,,,,3
2.3978810954229166,1,2.6676806111447746,1.0,1.0,1.0,1.8222979453193882,3
2.2249691020990263,0,,,,,,3
2.443221339117847,1,2.714800705817994,0.0,,,,3
2.241200462244881,1,2.6028381147668314,1.0,0.0,,,3
2.4375302901059857,0,,,,,,3
2.5873237908081066,0,,,,,,3
2.5971957426472665,1,2.884987742709106,0.0,,,,3
2.999697497074548,1,2.9856037816612324,1.0,0.0,,,3
2.6478552650139977,1,2.7720497407941744,0.0,,,,3
2.6923934341036735,0,,,,,,3
2.781301202694513,0,,,,,,3
2.884530198356547,1,2.954084401395723,1.0,0.0,,,3
2.6197494102402703,1,2.7557708235085654,0.0,,,,3
3.0413454169428737,0,,,,,,3
2.917121943845445,1,2.8590088055861265,0.0,,,,3
3.021978832760818,1,3.137634144880115,1.0,0.0,,,3
2.9873022459601315,1,3.132722975980848,1.0,0.0,,,3
3.0163762354258887,1,3.0493538339786794,1.0,0.0,,,3
2.9757594238327267,0,,,,,,3
3.105503647563378,1,3.046633656529562,0.0,,,,3
3.0725586737865838,1,3.048823007071991,0.0,,,,3
3.101208134328313,1,3.1048536537727567,1.0,0.0,,,3
3.0873575908786846,1,3.2766555736148377,0.0,,,,3
2.932086342807229,1,3.125976753257787,1.0,1.0,1.0,2.459923353706596,3
3.163386905568167,1,3.137827133640469,1.0,1.0,1.0,2.801625706999524,3
3.069113397508657,1,3.229683037549647,1.0,0.0,,,3
3.1039862065472517,1,3.3549751326924815,1.0,0.0,,,3
3.0027819142116075,1,3.145613203164758,1.0,0.0,,,3
2.884225587940435,1,3.116495924473504,1.0,1.0,1.0,2.4330790492010457,3
3.074648121893335,1,3.0737211170192973,1.0,1.0,1.0,2.3999069135600846,3
2.7444351188304568,1,2.9975711861545924,0.0,,,,3
2.9442517293909476,1,2.987905330177986,0.0,,,,3
2.9288493150047055,1,3.2235932004834345,0.0,,,,3
